bp,name
GO:1902223,erythrose 4-phosphate/phosphoenolpyruvate family amino acid biosynthetic process
GO:1902224,ketone body metabolic process
GO:1902275,regulation of chromatin organization
GO:1902292,cell cycle DNA replication initiation
GO:1902294,cell cycle DNA replication termination
GO:1902296,DNA strand elongation involved in cell cycle DNA replication
GO:1902298,cell cycle DNA replication maintenance of fidelity
GO:1902315,nuclear cell cycle DNA replication initiation
GO:1902317,nuclear DNA replication termination
GO:1902319,DNA strand elongation involved in nuclear cell cycle DNA replication
GO:1902356,oxaloacetate(2-) transmembrane transport
GO:1902358,sulfate transmembrane transport
GO:1902369,negative regulation of RNA catabolic process
GO:1902389,ceramide 1-phosphate transport
GO:1902407,assembly of actomyosin apparatus involved in mitotic cytokinesis
GO:1902410,mitotic cytokinetic process
GO:1902440,protein localization to mitotic spindle pole body
GO:1902456,regulation of stomatal opening
GO:1902475,L-alpha-amino acid transmembrane transport
GO:1902476,chloride transmembrane transport
GO:1902531,regulation of intracellular signal transduction
GO:1902532,negative regulation of intracellular signal transduction
GO:1902533,positive regulation of intracellular signal transduction
GO:1902559,3'-phospho-5'-adenylyl sulfate transmembrane transport
GO:1902584,positive regulation of response to water deprivation
GO:1902600,proton transmembrane transport
GO:1902626,assembly of large subunit precursor of preribosome
GO:1902644,tertiary alcohol metabolic process
GO:1902645,tertiary alcohol biosynthetic process
GO:1902652,secondary alcohol metabolic process
GO:1902653,secondary alcohol biosynthetic process
GO:1902679,negative regulation of RNA biosynthetic process
GO:1902680,positive regulation of RNA biosynthetic process
GO:1902686,mitochondrial outer membrane permeabilization involved in programmed cell death
GO:1902749,regulation of cell cycle G2/M phase transition
GO:1902750,negative regulation of cell cycle G2/M phase transition
GO:1902767,isoprenoid biosynthetic process via mevalonate
GO:1902806,regulation of cell cycle G1/S phase transition
GO:1902807,negative regulation of cell cycle G1/S phase transition
GO:1902850,microtubule cytoskeleton organization involved in mitosis
GO:1902882,regulation of response to oxidative stress
GO:1902903,regulation of supramolecular fiber organization
GO:1902904,negative regulation of supramolecular fiber organization
GO:1902905,positive regulation of supramolecular fiber organization
GO:1902914,regulation of protein polyubiquitination
GO:1902916,positive regulation of protein polyubiquitination
GO:1902930,regulation of alcohol biosynthetic process
GO:1902969,mitotic DNA replication
GO:1902975,mitotic DNA replication initiation
GO:1902977,mitotic DNA replication preinitiation complex assembly
GO:1902979,mitotic DNA replication termination
GO:1902983,DNA strand elongation involved in mitotic DNA replication
GO:1903008,organelle disassembly
GO:1903046,meiotic cell cycle process
GO:1903047,mitotic cell cycle process
GO:1903050,regulation of proteolysis involved in protein catabolic process
GO:1903052,positive regulation of proteolysis involved in protein catabolic process
GO:1903083,protein localization to condensed chromosome
GO:1903189,glyoxal metabolic process
GO:1903259,exon-exon junction complex disassembly
GO:1903292,protein localization to Golgi membrane
GO:1903297,regulation of hypoxia-induced intrinsic apoptotic signaling pathway
GO:1903298,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway
GO:1903311,regulation of mRNA metabolic process
GO:1903312,negative regulation of mRNA metabolic process
GO:1903313,positive regulation of mRNA metabolic process
GO:1903320,regulation of protein modification by small protein conjugation or removal
GO:1903321,negative regulation of protein modification by small protein conjugation or removal
GO:1903322,positive regulation of protein modification by small protein conjugation or removal
GO:1903332,regulation of protein folding
GO:1903338,regulation of cell wall organization or biogenesis
GO:1903340,positive regulation of cell wall organization or biogenesis
GO:1903352,L-ornithine transmembrane transport
GO:1903401,L-lysine transmembrane transport
GO:1903424,fluoride transmembrane transport
GO:1903432,regulation of TORC1 signaling
GO:1903457,lactate catabolic process
GO:1903504,regulation of mitotic spindle checkpoint
GO:1903506,regulation of nucleic acid-templated transcription
GO:1903507,negative regulation of nucleic acid-templated transcription
GO:1903508,positive regulation of nucleic acid-templated transcription
GO:1903509,liposaccharide metabolic process
GO:1903513,endoplasmic reticulum to cytosol transport
GO:1903530,regulation of secretion by cell
GO:1903649,regulation of cytoplasmic transport
GO:1903725,regulation of phospholipid metabolic process
GO:1903730,regulation of phosphatidate phosphatase activity
GO:1903789,regulation of amino acid transmembrane transport
GO:1903791,uracil transmembrane transport
GO:1903798,regulation of miRNA maturation
GO:1903800,positive regulation of miRNA maturation
GO:1903825,organic acid transmembrane transport
GO:1903829,positive regulation of protein localization
GO:1903830,magnesium ion transmembrane transport
GO:1903963,arachidonate transport
GO:1904029,regulation of cyclin-dependent protein kinase activity
GO:1904030,negative regulation of cyclin-dependent protein kinase activity
GO:1904031,positive regulation of cyclin-dependent protein kinase activity
GO:1904062,regulation of cation transmembrane transport
GO:1904082,pyrimidine nucleobase transmembrane transport
GO:1904220,regulation of serine C-palmitoyltransferase activity
GO:1904222,positive regulation of serine C-palmitoyltransferase activity
GO:1904262,negative regulation of TORC1 signaling
GO:1904263,positive regulation of TORC1 signaling
GO:1904276,regulation of wax biosynthetic process
GO:1904278,positive regulation of wax biosynthetic process
GO:1904292,regulation of ERAD pathway
GO:1904294,positive regulation of ERAD pathway
GO:1904356,regulation of telomere maintenance via telomere lengthening
GO:1904357,negative regulation of telomere maintenance via telomere lengthening
GO:1904380,endoplasmic reticulum mannose trimming
GO:1904382,mannose trimming involved in glycoprotein ERAD pathway
GO:1904429,regulation of t-circle formation
GO:1904430,negative regulation of t-circle formation
GO:1904526,regulation of microtubule binding
GO:1904587,response to glycoprotein
GO:1904659,glucose transmembrane transport
GO:1904666,regulation of ubiquitin protein ligase activity
GO:1904667,negative regulation of ubiquitin protein ligase activity
GO:1904668,positive regulation of ubiquitin protein ligase activity
GO:1904812,rRNA acetylation involved in maturation of SSU-rRNA
GO:1904823,purine nucleobase transmembrane transport
GO:1904947,folate import into mitochondrion
GO:1904951,positive regulation of establishment of protein localization
GO:1905011,transmembrane phosphate ion transport from cytosol to vacuole
GO:1905037,autophagosome organization
GO:1905038,regulation of membrane lipid metabolic process
GO:1905039,carboxylic acid transmembrane transport
GO:1905156,negative regulation of photosynthesis
GO:1905177,tracheary element differentiation
GO:1905181,regulation of urease activity
GO:1905182,positive regulation of urease activity
GO:1905267,endonucleolytic cleavage involved in tRNA processing
GO:1905349,ciliary transition zone assembly
GO:1905392,plant organ morphogenesis
GO:1905393,plant organ formation
GO:1905421,regulation of plant organ morphogenesis
GO:1905428,regulation of plant organ formation
GO:1905462,regulation of DNA duplex unwinding
GO:1905463,negative regulation of DNA duplex unwinding
GO:1905508,protein localization to microtubule organizing center
GO:1905634,regulation of protein localization to chromatin
GO:1905642,negative regulation of DNA methylation
GO:1905709,negative regulation of membrane permeability
GO:1905710,positive regulation of membrane permeability
GO:1905774,regulation of DNA helicase activity
GO:1905775,negative regulation of DNA helicase activity
GO:1905784,regulation of anaphase-promoting complex-dependent catabolic process
GO:1905786,positive regulation of anaphase-promoting complex-dependent catabolic process
GO:1905818,regulation of chromosome separation
GO:1905819,negative regulation of chromosome separation
GO:1905820,positive regulation of chromosome separation
GO:1905897,regulation of response to endoplasmic reticulum stress
GO:1905898,positive regulation of response to endoplasmic reticulum stress
GO:1905957,regulation of cellular response to alcohol
GO:1905958,negative regulation of cellular response to alcohol
GO:1990052,ER to chloroplast lipid transport
GO:1990069,stomatal opening
GO:1990074,polyuridylation-dependent mRNA catabolic process
GO:1990110,callus formation
GO:1990116,ribosome-associated ubiquitin-dependent protein catabolic process
GO:1990144,intrinsic apoptotic signaling pathway in response to hypoxia
GO:1990169,stress response to copper ion
GO:1990170,stress response to cadmium ion
GO:1990258,histone glutamine methylation
GO:1990359,stress response to zinc ion
GO:1990414,replication-born double-strand break repair via sister chromatid exchange
GO:1990426,mitotic recombination-dependent replication fork processing
GO:1990440,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
GO:1990481,mRNA pseudouridine synthesis
GO:1990505,mitotic DNA replication maintenance of fidelity
GO:1990542,mitochondrial transmembrane transport
GO:1990544,mitochondrial ATP transmembrane transport
GO:1990547,mitochondrial phosphate ion transmembrane transport
GO:1990559,mitochondrial coenzyme A transmembrane transport
GO:1990564,protein polyufmylation
GO:1990569,UDP-N-acetylglucosamine transmembrane transport
GO:1990570,GDP-mannose transmembrane transport
GO:1990573,potassium ion import across plasma membrane
GO:1990575,mitochondrial L-ornithine transmembrane transport
GO:1990592,protein K69-linked ufmylation
GO:1990748,cellular detoxification
GO:1990778,protein localization to cell periphery
GO:1990806,ligand-gated ion channel signaling pathway
GO:1990822,basic amino acid transmembrane transport
GO:1990882,rRNA acetylation
GO:1990884,RNA acetylation
GO:1990918,double-strand break repair involved in meiotic recombination
GO:1990928,response to amino acid starvation
GO:1990937,xylan acetylation
GO:1990961,xenobiotic detoxification by transmembrane export across the plasma membrane
GO:1990966,ATP generation from poly-ADP-D-ribose
GO:2000001,regulation of DNA damage checkpoint
GO:2000008,regulation of protein localization to cell surface
GO:2000012,regulation of auxin polar transport
GO:2000022,regulation of jasmonic acid mediated signaling pathway
GO:2000023,regulation of lateral root development
